日期,等权净值
2022-02-17,0.982734
2022-02-18,1.027967
2022-02-21,1.051575
2022-02-22,1.014865
2022-02-23,1.005679
2022-02-24,1.025877
2022-02-25,1.002448
2022-02-28,0.974066
2022-03-01,0.977123
2022-03-02,0.998296
2022-03-03,1.026012
2022-03-04,0.994519
2022-03-07,0.991571
2022-03-08,0.958226
2022-03-09,0.958484
2022-03-10,0.956737
2022-03-11,0.952301
2022-03-14,0.925790
2022-03-15,0.881477
2022-03-16,0.887328
2022-03-17,0.885850
2022-03-18,0.901401
2022-03-21,0.904128
2022-03-22,0.928549
2022-03-23,0.900909
2022-03-24,0.893938
2022-03-25,0.880461
2022-03-28,0.875027
2022-03-29,0.855884
2022-03-30,0.851429
2022-03-31,0.937283
2022-04-01,0.947824
2022-04-06,0.965230
2022-04-07,0.921941
2022-04-08,0.933410
2022-04-11,0.894686
2022-04-12,0.911612
2022-04-13,0.877074
2022-04-14,0.854458
2022-04-15,0.767223
2022-04-18,0.697882
2022-04-19,0.689827
2022-04-20,0.730447
2022-04-21,0.744363
2022-04-22,0.749730
2022-04-25,0.682523
2022-04-26,0.655332
2022-04-27,0.620610
2022-04-28,0.617426
2022-04-29,0.608414
2022-05-05,0.676263
2022-05-06,0.668063
2022-05-09,0.696960
2022-05-10,0.751773
2022-05-11,0.793698
2022-05-12,0.812078
2022-05-13,0.783130
2022-05-16,0.822188
2022-05-17,0.781954
2022-05-18,0.735686
2022-05-19,0.695279
2022-05-20,0.687483
2022-05-23,0.673569
2022-05-24,0.676396
2022-05-25,0.676396
2022-05-26,0.676396
2022-05-27,0.676396
2022-05-30,0.676396
2022-05-31,0.676396
2022-06-01,0.677243
2022-06-02,0.706596
2022-06-06,0.700000
2022-06-07,0.695164
2022-06-08,0.678286
2022-06-09,0.665440
2022-06-10,0.678833
2022-06-13,0.677284
2022-06-14,0.691052
2022-06-15,0.680005
2022-06-16,0.673776
2022-06-17,0.672084
2022-06-20,0.673734
2022-06-21,0.665774
2022-06-22,0.660640
2022-06-23,0.673346
2022-06-24,0.680503
2022-06-27,0.688642
2022-06-28,0.690714
2022-06-29,0.673790
2022-06-30,0.672726
2022-07-01,0.667149
2022-07-04,0.667639
2022-07-05,0.661033
2022-07-06,0.656276
2022-07-07,0.656816
2022-07-08,0.654862
2022-07-11,0.660156
2022-07-12,0.646106
2022-07-13,0.651785
2022-07-14,0.638161
2022-07-15,0.629395
2022-07-18,0.643921
2022-07-19,0.647189
2022-07-20,0.653267
2022-07-21,0.651735
2022-07-22,0.653306
2022-07-25,0.647986
2022-07-26,0.654628
2022-07-27,0.664983
2022-07-28,0.673057
2022-07-29,0.670629
2022-08-01,0.672144
2022-08-02,0.660264
2022-08-03,0.656378
2022-08-04,0.652565
2022-08-05,0.649443
2022-08-08,0.661738
2022-08-09,0.666018
2022-08-10,0.670985
2022-08-11,0.678078
2022-08-12,0.670150
2022-08-15,0.667617
2022-08-16,0.670218
2022-08-17,0.663737
2022-08-18,0.664303
2022-08-19,0.657113
2022-08-22,0.657438
2022-08-23,0.659094
2022-08-24,0.645360
2022-08-25,0.641619
2022-08-26,0.627226
2022-08-29,0.627349
2022-08-30,0.624972
2022-08-31,0.624921
2022-09-01,0.627124
2022-09-02,0.623247
2022-09-05,0.627758
2022-09-06,0.626603
2022-09-07,0.620467
2022-09-08,0.608923
2022-09-09,0.606968
2022-09-13,0.605152
2022-09-14,0.606944
2022-09-15,0.620005
2022-09-16,0.600631
2022-09-19,0.590654
2022-09-20,0.604469
2022-09-21,0.605536
2022-09-22,0.591931
2022-09-23,0.576704
2022-09-26,0.567659
2022-09-27,0.572773
2022-09-28,0.571912
2022-09-29,0.557943
2022-09-30,0.519795
2022-10-10,0.518760
2022-10-11,0.518760
2022-10-12,0.518760
2022-10-13,0.518760
2022-10-14,0.518760
2022-10-17,0.541959
2022-10-18,0.544873
2022-10-19,0.541532
2022-10-20,0.551206
2022-10-21,0.545663
2022-10-24,0.527520
2022-10-25,0.505184
2022-10-26,0.516753
2022-10-27,0.505708
2022-10-28,0.500914
2022-10-31,0.503208
2022-11-01,0.511321
2022-11-02,0.511418
2022-11-03,0.511584
2022-11-04,0.517305
2022-11-07,0.520557
2022-11-08,0.524001
2022-11-09,0.524847
2022-11-10,0.529122
2022-11-11,0.522129
2022-11-14,0.521655
2022-11-15,0.528953
2022-11-16,0.527802
2022-11-17,0.533067
2022-11-18,0.523559
2022-11-21,0.520675
2022-11-22,0.512255
2022-11-23,0.503878
2022-11-24,0.502825
2022-11-25,0.500362
2022-11-28,0.501103
2022-11-29,0.511937
2022-11-30,0.512049
2022-12-01,0.512679
2022-12-02,0.512110
2022-12-05,0.521762
2022-12-06,0.518440
2022-12-07,0.522501
2022-12-08,0.515929
2022-12-09,0.516025
2022-12-12,0.511391
2022-12-13,0.513520
2022-12-14,0.514602
2022-12-15,0.506823
2022-12-16,0.504344
2022-12-19,0.493017
2022-12-20,0.479949
2022-12-21,0.480500
2022-12-22,0.464859
2022-12-23,0.456641
2022-12-26,0.458488
2022-12-27,0.480501
2022-12-28,0.455621
2022-12-29,0.433525
2022-12-30,0.460531
2023-01-03,0.452395
2023-01-04,0.451670
2023-01-05,0.437338
2023-01-06,0.425128
2023-01-09,0.424833
2023-01-10,0.421793
2023-01-11,0.414825
2023-01-12,0.411532
2023-01-13,0.409479
2023-01-16,0.410576
2023-01-17,0.413863
2023-01-18,0.414887
2023-01-19,0.411896
2023-01-20,0.411597
2023-01-30,0.420524
2023-01-31,0.421057
2023-02-01,0.429698
2023-02-02,0.429921
2023-02-03,0.431495
2023-02-06,0.430779
2023-02-07,0.435014
2023-02-08,0.431071
2023-02-09,0.435711
2023-02-10,0.435086
2023-02-13,0.438990
2023-02-14,0.439699
2023-02-15,0.444808
2023-02-16,0.433073
2023-02-17,0.429362
2023-02-20,0.434578
2023-02-21,0.434035
2023-02-22,0.432571
2023-02-23,0.426108
2023-02-24,0.422618
2023-02-27,0.417367
2023-02-28,0.418091
2023-03-01,0.421621
2023-03-02,0.418303
2023-03-03,0.417488
2023-03-06,0.414133
2023-03-07,0.405567
2023-03-08,0.409007
2023-03-09,0.410496
2023-03-10,0.402434
2023-03-13,0.404485
2023-03-14,0.398906
2023-03-15,0.402574
2023-03-16,0.392911
2023-03-17,0.396986
2023-03-20,0.392244
2023-03-21,0.391082
2023-03-22,0.397224
2023-03-23,0.405499
2023-03-24,0.407673
2023-03-27,0.417765
2023-03-28,0.404182
2023-03-29,0.397542
2023-03-30,0.388366
2023-03-31,0.396441
2023-04-03,0.415166
2023-04-04,0.411666
2023-04-06,0.414833
2023-04-07,0.419795
2023-04-10,0.413445
2023-04-11,0.416224
2023-04-12,0.415934
2023-04-13,0.410885
2023-04-14,0.407800
2023-04-17,0.399030
2023-04-18,0.403029
2023-04-19,0.402949
2023-04-20,0.402454
2023-04-21,0.389206
2023-04-24,0.389008
2023-04-25,0.388050
2023-04-26,0.398868
2023-04-27,0.398575
2023-04-28,0.400290
2023-05-04,0.406929
2023-05-05,0.403253
2023-05-08,0.403492
2023-05-09,0.401637
2023-05-10,0.396323
2023-05-11,0.392737
2023-05-12,0.390521
2023-05-15,0.391820
2023-05-16,0.389706
2023-05-17,0.392382
2023-05-18,0.392776
2023-05-19,0.400218
2023-05-22,0.409091
2023-05-23,0.406731
2023-05-24,0.411659
2023-05-25,0.414806
2023-05-26,0.406500
2023-05-29,0.411833
2023-05-30,0.410928
2023-05-31,0.396953
2023-06-01,0.391998
2023-06-02,0.386347
2023-06-05,0.388718
2023-06-06,0.380852
2023-06-07,0.384178
2023-06-08,0.384916
2023-06-09,0.385806
2023-06-12,0.388279
2023-06-13,0.386332
2023-06-14,0.388110
2023-06-15,0.382010
2023-06-16,0.375770
2023-06-19,0.371926
2023-06-20,0.370068
2023-06-21,0.367068
2023-06-26,0.361764
2023-06-27,0.362543
2023-06-28,0.362103
2023-06-29,0.366232
2023-06-30,0.368580
2023-07-03,0.368493
2023-07-04,0.370489
2023-07-05,0.369322
2023-07-06,0.371938
2023-07-07,0.366898
2023-07-10,0.366730
2023-07-11,0.372090
2023-07-12,0.374835
2023-07-13,0.370986
2023-07-14,0.365398
2023-07-17,0.362656
2023-07-18,0.363246
2023-07-19,0.365025
2023-07-20,0.357351
2023-07-21,0.355778
2023-07-24,0.351947
2023-07-25,0.355800
2023-07-26,0.361338
2023-07-27,0.357742
2023-07-28,0.362307
2023-07-31,0.372376
2023-08-01,0.370885
2023-08-02,0.368768
2023-08-03,0.369645
2023-08-04,0.371285
2023-08-07,0.370055
2023-08-08,0.363812
2023-08-09,0.359435
2023-08-10,0.361276
2023-08-11,0.352913
2023-08-14,0.347740
2023-08-15,0.356306
2023-08-16,0.350202
2023-08-17,0.350047
2023-08-18,0.339434
2023-08-21,0.335726
2023-08-22,0.329888
2023-08-23,0.320671
2023-08-24,0.309907
2023-08-25,0.303083
2023-08-28,0.317380
2023-08-29,0.298062
2023-08-30,0.297036
2023-08-31,0.282328
2023-09-01,0.267820
2023-09-04,0.265080
2023-09-05,0.265228
2023-09-06,0.257491
2023-09-07,0.253492
2023-09-08,0.253977
2023-09-11,0.247385
2023-09-12,0.248113
2023-09-13,0.250332
2023-09-14,0.252775
2023-09-15,0.256179
2023-09-18,0.251768
2023-09-19,0.245077
2023-09-20,0.238783
2023-09-21,0.235937
2023-09-22,0.238598
2023-09-25,0.241097
2023-09-26,0.234771
2023-09-27,0.235879
2023-09-28,0.237656
2023-10-09,0.235357
2023-10-10,0.225904
2023-10-11,0.223879
2023-10-12,0.227886
2023-10-13,0.233871
2023-10-16,0.237511
2023-10-17,0.231596
2023-10-18,0.236059
2023-10-19,0.228829
2023-10-20,0.226020
2023-10-23,0.227886
2023-10-24,0.229845
2023-10-25,0.232408
2023-10-26,0.232784
2023-10-27,0.232000
2023-10-30,0.231907
2023-10-31,0.229439
2023-11-01,0.229836
2023-11-02,0.225038
2023-11-03,0.225798
2023-11-06,0.229078
2023-11-07,0.230527
2023-11-08,0.226958
2023-11-09,0.221000
2023-11-10,0.222069
2023-11-13,0.219926
2023-11-14,0.221129
2023-11-15,0.222380
2023-11-16,0.220811
2023-11-17,0.222967
2023-11-20,0.224784
2023-11-21,0.221839
2023-11-22,0.219852
2023-11-23,0.218414
2023-11-24,0.217176
2023-11-27,0.215056
2023-11-28,0.216553
2023-11-29,0.213412
2023-11-30,0.212716
2023-12-01,0.210769
2023-12-04,0.211943
2023-12-05,0.213360
2023-12-06,0.214633
2023-12-07,0.214874
2023-12-08,0.209958
2023-12-11,0.211677
2023-12-12,0.214739
2023-12-13,0.212734
2023-12-14,0.211347
2023-12-15,0.208443
2023-12-18,0.205021
2023-12-19,0.201103
2023-12-20,0.197738
2023-12-21,0.197188
2023-12-22,0.194669
2023-12-25,0.191199
2023-12-26,0.190830
2023-12-27,0.188619
2023-12-28,0.192337
2023-12-29,0.192945
2024-01-02,0.193594
2024-01-03,0.190973
2024-01-04,0.187046
2024-01-05,0.182319
2024-01-08,0.177208
2024-01-09,0.174066
2024-01-10,0.174331
2024-01-11,0.175012
2024-01-12,0.171371
2024-01-15,0.171091
2024-01-16,0.170674
2024-01-17,0.164253
2024-01-18,0.162830
2024-01-19,0.158372
2024-01-22,0.150681
2024-01-23,0.148369
2024-01-24,0.145896
2024-01-25,0.145912
2024-01-26,0.139996
2024-01-29,0.139448
2024-01-30,0.138478
2024-01-31,0.135085
2024-02-01,0.129574
2024-02-02,0.124313
2024-02-05,0.122683
2024-02-06,0.117651
2024-02-07,0.117651
2024-02-08,0.117651
2024-02-19,0.117651
2024-02-20,0.117651
2024-02-21,0.117651
2024-02-22,0.117651
2024-02-23,0.117140
2024-02-26,0.112941
2024-02-27,0.112547
2024-02-28,0.112416
2024-02-29,0.113728
2024-03-01,0.112416
2024-03-04,0.111920
2024-03-05,0.111406
2024-03-06,0.111464
2024-03-07,0.109804
2024-03-08,0.110691
2024-03-11,0.112151
2024-03-12,0.111120
2024-03-13,0.109976
2024-03-14,0.109522
2024-03-15,0.109522
2024-03-18,0.109522
2024-03-19,0.109522
2024-03-20,0.110407
2024-03-21,0.110271
2024-03-22,0.106649
2024-03-25,0.103146
2024-03-26,0.102547
2024-03-27,0.098800
2024-03-28,0.100104
2024-03-29,0.097392
2024-04-01,0.097522
2024-04-02,0.098163
2024-04-03,0.096435
2024-04-08,0.094654
2024-04-09,0.095788
2024-04-10,0.094197
2024-04-11,0.093691
2024-04-12,0.094848
2024-04-15,0.091884
2024-04-16,0.088696
2024-04-17,0.089935
2024-04-18,0.088663
2024-04-19,0.088495
2024-04-22,0.084854
2024-04-23,0.083846
2024-04-24,0.085040
2024-04-25,0.086291
2024-04-26,0.086624
2024-04-29,0.088259
2024-04-30,0.089753
2024-05-06,0.094000
2024-05-07,0.094342
2024-05-08,0.092941
2024-05-09,0.092943
2024-05-10,0.092432
2024-05-13,0.092508
2024-05-14,0.092811
2024-05-15,0.091129
2024-05-16,0.090788
2024-05-17,0.093130
2024-05-20,0.093531
2024-05-21,0.092442
2024-05-22,0.091116
2024-05-23,0.090706
2024-05-24,0.091811
2024-05-27,0.087279
2024-05-28,0.088911
2024-05-29,0.087887
2024-05-30,0.084406
2024-05-31,0.084546
2024-06-03,0.089620
2024-06-04,0.086836
2024-06-05,0.085330
2024-06-06,0.083863
2024-06-07,0.084490
2024-06-11,0.085569
2024-06-12,0.087785
2024-06-13,0.082953
2024-06-14,0.082880
2024-06-17,0.085157
2024-06-18,0.086871
2024-06-19,0.085876
2024-06-20,0.085205
2024-06-21,0.082767
2024-06-24,0.080120
2024-06-25,0.078656
2024-06-26,0.079272
2024-06-27,0.076667
2024-06-28,0.080571
2024-07-01,0.078928
2024-07-02,0.078665
2024-07-03,0.079122
2024-07-04,0.077000
2024-07-05,0.078216
2024-07-08,0.075509
2024-07-09,0.073930
2024-07-10,0.073194
2024-07-11,0.074887
2024-07-12,0.074321
2024-07-15,0.071232
2024-07-16,0.072247
2024-07-17,0.072749
2024-07-18,0.073911
2024-07-19,0.073083
2024-07-22,0.071834
2024-07-23,0.071218
2024-07-24,0.070474
2024-07-25,0.067186
2024-07-26,0.066441
2024-07-29,0.066080
2024-07-30,0.066601
2024-07-31,0.067351
2024-08-01,0.070792
2024-08-02,0.068256
2024-08-05,0.066010
2024-08-06,0.067994
2024-08-07,0.067046
2024-08-08,0.067332
2024-08-09,0.066432
2024-08-12,0.066375
2024-08-13,0.065803
2024-08-14,0.065684
2024-08-15,0.065504
2024-08-16,0.066694
2024-08-19,0.064791
2024-08-20,0.063798
2024-08-21,0.061161
2024-08-22,0.061665
2024-08-23,0.061575
2024-08-26,0.062322
2024-08-27,0.061967
2024-08-28,0.060881
2024-08-29,0.060915
2024-08-30,0.061336
2024-09-02,0.060942
2024-09-03,0.061855
2024-09-04,0.061835
2024-09-05,0.061637
2024-09-06,0.059602
2024-09-09,0.059748
2024-09-10,0.059407
2024-09-11,0.057966
2024-09-12,0.057561
2024-09-13,0.056686
2024-09-18,0.056698
2024-09-19,0.057662
2024-09-20,0.058382
2024-09-23,0.059127
2024-09-24,0.060702
2024-09-25,0.062276
2024-09-26,0.064466
2024-09-27,0.067105
2024-09-30,0.073234
2024-10-08,0.077169
2024-10-09,0.070732
2024-10-10,0.069799
2024-10-11,0.067326
2024-10-14,0.068505
2024-10-15,0.067729
2024-10-16,0.067582
2024-10-17,0.067602
2024-10-18,0.070067
2024-10-21,0.072843
2024-10-22,0.073375
2024-10-23,0.073505
2024-10-24,0.072644
2024-10-25,0.074975
2024-10-28,0.076875
2024-10-29,0.076077
2024-10-30,0.074103
2024-10-31,0.075766
2024-11-01,0.072166
2024-11-04,0.071849
2024-11-05,0.074118
2024-11-06,0.077635
2024-11-07,0.075679
2024-11-08,0.074647
2024-11-11,0.075232
2024-11-12,0.074440
2024-11-13,0.073582
2024-11-14,0.071296
2024-11-15,0.070898
2024-11-18,0.070470
2024-11-19,0.070297
2024-11-20,0.071179
2024-11-21,0.069697
2024-11-22,0.068055
2024-11-25,0.068976
2024-11-26,0.065805
2024-11-27,0.067338
2024-11-28,0.068038
2024-11-29,0.068893
2024-12-02,0.070076
2024-12-03,0.069234
2024-12-04,0.067951
2024-12-05,0.067789
2024-12-06,0.067297
2024-12-09,0.067536
2024-12-10,0.067908
2024-12-11,0.068823
2024-12-12,0.069393
2024-12-13,0.067855
2024-12-16,0.067364
2024-12-17,0.064808
2024-12-18,0.064922
2024-12-19,0.063788
2024-12-20,0.063376
2024-12-23,0.060912
2024-12-24,0.062288
2024-12-25,0.061468
2024-12-26,0.065094
2024-12-27,0.064970
2024-12-30,0.064392
2024-12-31,0.061864
2025-01-02,0.061244
2025-01-03,0.059045
2025-01-06,0.059575
2025-01-07,0.064636
2025-01-08,0.064592
2025-01-09,0.062317
2025-01-10,0.060264
2025-01-13,0.059380
2025-01-14,0.060338
2025-01-15,0.057854
2025-01-16,0.058867
2025-01-17,0.058932
2025-01-20,0.058442
2025-01-21,0.057429
2025-01-22,0.056914
2025-01-23,0.056914
2025-01-24,0.056914
2025-01-27,0.055387
2025-02-05,0.058081
2025-02-06,0.058839
2025-02-07,0.059036
2025-02-10,0.059627
2025-02-11,0.058801
2025-02-12,0.060516
2025-02-13,0.059566
2025-02-14,0.060493
2025-02-17,0.060888
2025-02-18,0.059893
2025-02-19,0.060895
2025-02-20,0.060861
2025-02-21,0.061200
2025-02-24,0.061394
2025-02-25,0.060919
2025-02-26,0.061636
2025-02-27,0.061199
2025-02-28,0.059518
2025-03-03,0.059579
2025-03-04,0.059880
2025-03-05,0.060077
2025-03-06,0.061134
2025-03-07,0.060406
2025-03-10,0.060340
2025-03-11,0.060618
2025-03-12,0.060493
2025-03-13,0.060564
2025-03-14,0.060262
2025-03-17,0.060769
2025-03-18,0.060826
2025-03-19,0.060953
2025-03-20,0.060858
2025-03-21,0.060200
2025-03-24,0.059677
2025-03-25,0.059260
2025-03-26,0.059177
2025-03-27,0.057389
2025-03-28,0.055786
2025-03-31,0.054569
2025-04-01,0.055985
2025-04-02,0.055608
2025-04-03,0.056476
2025-04-07,0.052963
2025-04-08,0.053330
2025-04-09,0.052283
2025-04-10,0.053287
2025-04-11,0.051077
2025-04-14,0.051471
2025-04-15,0.050992
2025-04-16,0.049999
2025-04-17,0.049767
2025-04-18,0.047493
2025-04-21,0.047941
2025-04-22,0.048254
2025-04-23,0.045986
2025-04-24,0.044222
2025-04-25,0.043272
2025-04-28,0.042401
2025-04-29,0.042586
2025-04-30,0.043250
2025-05-06,0.043497
2025-05-07,0.043348
2025-05-08,0.044929
2025-05-09,0.044683
2025-05-12,0.044900
2025-05-13,0.046739
2025-05-14,0.046892
2025-05-15,0.046159
2025-05-16,0.047269
2025-05-19,0.048772
2025-05-20,0.048854
2025-05-21,0.048808
2025-05-22,0.047637
2025-05-23,0.046761
2025-05-26,0.047379
2025-05-27,0.047768
2025-05-28,0.047181
2025-05-29,0.047271
2025-05-30,0.046357
2025-06-03,0.046623
2025-06-04,0.046598
2025-06-05,0.046647
2025-06-06,0.046381
2025-06-09,0.046998
2025-06-10,0.047136
2025-06-11,0.047280
2025-06-12,0.047171
2025-06-13,0.046135
2025-06-16,0.046748
2025-06-17,0.047005
2025-06-18,0.046513
2025-06-19,0.046024
2025-06-20,0.044628
2025-06-23,0.046144
2025-06-24,0.045313
2025-06-25,0.045218
2025-06-26,0.045387
2025-06-27,0.045231
2025-06-30,0.046846
2025-07-01,0.046936
2025-07-02,0.046069
2025-07-03,0.046254
2025-07-04,0.045293
2025-07-07,0.045422
2025-07-08,0.046572
2025-07-09,0.046744
2025-07-10,0.046357
2025-07-11,0.045891
2025-07-14,0.046077
2025-07-15,0.045265
2025-07-16,0.045066
2025-07-17,0.044987
2025-07-18,0.045156
2025-07-21,0.045440
2025-07-22,0.045001
2025-07-23,0.044293
2025-07-24,0.044779
2025-07-25,0.044411
2025-07-28,0.044344
2025-07-29,0.044496
2025-07-30,0.044510
2025-07-31,0.043928
2025-08-01,0.043767
2025-08-04,0.044079
2025-08-05,0.043999
2025-08-06,0.044182
2025-08-07,0.044305
2025-08-08,0.044561
2025-08-11,0.045190
2025-08-12,0.045062
2025-08-13,0.045367
2025-08-14,0.044154
2025-08-15,0.044768
2025-08-18,0.045443
2025-08-19,0.045261
2025-08-20,0.045311
2025-08-21,0.044578
2025-08-22,0.044781
2025-08-25,0.045147
2025-08-26,0.045216
2025-08-27,0.044297
2025-08-28,0.044557
2025-08-29,0.044185
2025-09-01,0.044579
2025-09-02,0.043938
2025-09-03,0.042996
2025-09-04,0.042725
2025-09-05,0.043576
2025-09-08,0.044146
2025-09-09,0.044243
2025-09-10,0.044437
2025-09-11,0.044673
2025-09-12,0.044560
2025-09-15,0.045057
2025-09-16,0.044846
2025-09-17,0.045226
2025-09-18,0.045378
2025-09-19,0.044835
2025-09-22,0.043890
2025-09-23,0.043702
2025-09-24,0.043368
2025-09-25,0.042947
2025-09-26,0.042392
2025-09-29,0.043033
2025-09-30,0.043398
2025-10-09,0.043623
2025-10-10,0.045321
2025-10-13,0.045679
2025-10-14,0.046151
2025-10-15,0.046231
2025-10-16,0.044769
2025-10-17,0.044033
2025-10-20,0.044704
2025-10-21,0.044674
2025-10-22,0.044061
2025-10-23,0.043546
2025-10-24,0.043414
2025-10-27,0.043377
2025-10-28,0.043683
2025-10-29,0.043730
2025-10-30,0.043298
2025-10-31,0.043177
2025-11-03,0.043526
2025-11-04,0.044021
2025-11-05,0.044477
2025-11-06,0.044280
2025-11-07,0.044552
2025-11-10,0.044994
2025-11-11,0.044831
2025-11-12,0.044629
2025-11-13,0.045178
2025-11-14,0.044717
2025-11-17,0.045017
2025-11-18,0.044222
2025-11-19,0.044018
2025-11-20,0.043186
2025-11-21,0.041687
2025-11-24,0.042874
2025-11-25,0.042661
2025-11-26,0.041265
2025-11-27,0.040149
2025-11-28,0.039942
2025-12-01,0.040587
2025-12-02,0.040690
2025-12-03,0.040650
2025-12-04,0.039502
2025-12-05,0.039538
2025-12-08,0.039390
2025-12-09,0.040163
2025-12-10,0.039733
2025-12-11,0.038752
2025-12-12,0.037916
2025-12-15,0.037936
2025-12-16,0.037566
2025-12-17,0.037405
2025-12-18,0.037997
2025-12-19,0.038530
2025-12-22,0.038178
2025-12-23,0.037313
2025-12-24,0.036858
2025-12-25,0.036861
2025-12-26,0.037151
2025-12-29,0.036606
2025-12-30,0.036153
2025-12-31,0.036018
2026-01-05,0.036369
2026-01-06,0.036842
2026-01-07,0.036684
2026-01-08,0.037246
2026-01-09,0.037687
2026-01-12,0.038999
2026-01-13,0.037969
2026-01-14,0.038420
2026-01-15,0.037939
2026-01-16,0.037138
2026-01-19,0.037241
2026-01-20,0.037510
2026-01-21,0.037449
2026-01-22,0.037635
2026-01-23,0.038146
2026-01-26,0.038043
2026-01-27,0.037943
2026-01-28,0.038109
2026-01-29,0.037845
2026-01-30,0.037433
2026-02-02,0.036396
2026-02-03,0.037071
2026-02-04,0.037266
2026-02-05,0.036266
2026-02-06,0.036453
2026-02-09,0.037138
2026-02-10,0.036816
2026-02-11,0.036846
2026-02-12,0.036414
2026-02-13,0.036075
2026-02-24,0.036506
2026-02-25,0.036459
2026-02-26,0.036916
2026-02-27,0.037184
2026-03-02,0.036739
2026-03-03,0.035702
2026-03-04,0.036373
2026-03-05,0.036160
2026-03-06,0.036427
2026-03-09,0.037091
2026-03-10,0.037234
2026-03-11,0.037875
2026-03-12,0.037951
2026-03-13,0.037168
2026-03-16,0.037535
2026-03-17,0.037523
2026-03-18,0.037795
2026-03-19,0.037697
2026-03-20,0.036668
2026-03-23,0.036011
2026-03-24,0.037043
2026-03-25,0.038714
2026-03-26,0.037292
2026-03-27,0.038134
2026-03-30,0.037691
2026-03-31,0.038004
2026-04-01,0.037531
2026-04-02,0.037587
2026-04-03,0.036360
2026-04-07,0.037378
2026-04-08,0.037420
2026-04-09,0.037230
2026-04-10,0.037650
2026-04-13,0.036755
2026-04-14,0.036623
2026-04-15,0.035566
2026-04-16,0.035272
2026-04-17,0.035577
2026-04-20,0.036306
2026-04-21,0.036578
2026-04-22,0.037282
2026-04-23,0.037774
2026-04-24,0.037119
2026-04-27,0.036755
2026-04-28,0.036580
2026-04-29,0.036790
2026-04-30,0.036748
2026-05-06,0.037321
2026-05-07,0.037672
2026-05-08,0.037909
2026-05-11,0.038356
2026-05-12,0.037905
2026-05-13,0.038287
2026-05-14,0.037949
2026-05-15,0.037854
2026-05-18,0.037938
2026-05-19,0.037955
2026-05-20,0.037820
2026-05-21,0.037240
2026-05-22,0.037418
2026-05-25,0.037637
2026-05-26,0.037181
2026-05-27,0.036161
2026-05-28,0.035503
2026-05-29,0.034877
2026-06-01,0.034770
2026-06-02,0.034562
2026-06-03,0.036150
2026-06-04,0.035893
2026-06-05,0.034812
2026-06-08,0.033133
2026-06-09,0.033788
2026-06-10,0.032289
2026-06-11,0.031774
