日期,等权净值
2021-12-22,1.067293
2021-12-23,1.057696
2021-12-24,1.040690
2021-12-27,1.032253
2021-12-28,1.046805
2021-12-29,1.046354
2021-12-30,1.039126
2021-12-31,1.056270
2022-01-04,1.031347
2022-01-05,0.997718
2022-01-06,1.001422
2022-01-07,0.962624
2022-01-10,0.955705
2022-01-11,0.947971
2022-01-12,0.973453
2022-01-13,0.939379
2022-01-14,0.957268
2022-01-17,0.972768
2022-01-18,0.962165
2022-01-19,0.945828
2022-01-20,0.938796
2022-01-21,0.930916
2022-01-24,0.941806
2022-01-25,0.912667
2022-01-26,0.909643
2022-01-27,0.884145
2022-01-28,0.889135
2022-02-07,0.892741
2022-02-08,0.904724
2022-02-09,0.925629
2022-02-10,0.921872
2022-02-11,0.896149
2022-02-14,0.894943
2022-02-15,0.908332
2022-02-16,0.913390
2022-02-17,0.910130
2022-02-18,0.913333
2022-02-21,0.923635
2022-02-22,0.910818
2022-02-23,0.927271
2022-02-24,0.915445
2022-02-25,0.929005
2022-02-28,0.929327
2022-03-01,0.930657
2022-03-02,0.923086
2022-03-03,0.924063
2022-03-04,0.924063
2022-03-07,0.924063
2022-03-08,0.892063
2022-03-09,0.913733
2022-03-10,0.898146
2022-03-11,0.905669
2022-03-14,0.877127
2022-03-15,0.830524
2022-03-16,0.846311
2022-03-17,0.857395
2022-03-18,0.861006
2022-03-21,0.875828
2022-03-22,0.873884
2022-03-23,0.880663
2022-03-24,0.868466
2022-03-25,0.860867
2022-03-28,0.854110
2022-03-29,0.840493
2022-03-30,0.851689
2022-03-31,0.854966
2022-04-01,0.850418
2022-04-06,0.843949
2022-04-07,0.819185
2022-04-08,0.811248
2022-04-11,0.788822
2022-04-12,0.789789
2022-04-13,0.776344
2022-04-14,0.771442
2022-04-15,0.760447
2022-04-18,0.788516
2022-04-19,0.786278
2022-04-20,0.769747
2022-04-21,0.739764
2022-04-22,0.731380
2022-04-25,0.691012
2022-04-26,0.685986
2022-04-27,0.711703
2022-04-28,0.704246
2022-04-29,0.742228
2022-05-05,0.755328
2022-05-06,0.747432
2022-05-09,0.761128
2022-05-10,0.783446
2022-05-11,0.798950
2022-05-12,0.804862
2022-05-13,0.809297
2022-05-16,0.819115
2022-05-17,0.810880
2022-05-18,0.820174
2022-05-19,0.820174
2022-05-20,0.820174
2022-05-23,0.820174
2022-05-24,0.820174
2022-05-25,0.820174
2022-05-26,0.820174
2022-05-27,0.820174
2022-05-30,0.902433
2022-05-31,0.991003
2022-06-01,0.991003
2022-06-02,0.991003
2022-06-06,0.991003
2022-06-07,1.002198
2022-06-08,0.956960
2022-06-09,0.918681
2022-06-10,0.914285
2022-06-13,0.914285
2022-06-14,0.914285
2022-06-15,0.914285
2022-06-16,0.914285
2022-06-17,0.914285
2022-06-20,0.914285
2022-06-21,0.914285
2022-06-22,0.914285
2022-06-23,0.914285
2022-06-24,0.914285
2022-06-27,0.914285
2022-06-28,0.914285
2022-06-29,0.914285
2022-06-30,0.914285
2022-07-01,0.957292
2022-07-04,0.927861
2022-07-05,0.928586
2022-07-06,0.947890
2022-07-07,0.941197
2022-07-08,0.954777
2022-07-11,0.954708
2022-07-12,0.922293
2022-07-13,0.931582
2022-07-14,0.943955
2022-07-15,0.924385
2022-07-18,0.937525
2022-07-19,0.947064
2022-07-20,0.953764
2022-07-21,0.948282
2022-07-22,0.938822
2022-07-25,0.935239
2022-07-26,0.946473
2022-07-27,0.940742
2022-07-28,0.945295
2022-07-29,0.932382
2022-08-01,0.930243
2022-08-02,0.901478
2022-08-03,0.893063
2022-08-04,0.905955
2022-08-05,0.916695
2022-08-08,0.920330
2022-08-09,0.919054
2022-08-10,0.927768
2022-08-11,0.947167
2022-08-12,0.956531
2022-08-15,0.954800
2022-08-16,0.952333
2022-08-17,0.962447
2022-08-18,0.956216
2022-08-19,0.950406
2022-08-22,0.964586
2022-08-23,0.960076
2022-08-24,0.929282
2022-08-25,0.918548
2022-08-26,0.910711
2022-08-29,0.915780
2022-08-30,0.914967
2022-08-31,0.900739
2022-09-01,0.890598
2022-09-02,0.904585
2022-09-05,0.902250
2022-09-06,0.916270
2022-09-07,0.920465
2022-09-08,0.903976
2022-09-09,0.912999
2022-09-13,0.914644
2022-09-14,0.901614
2022-09-15,0.894607
2022-09-16,0.884623
2022-09-19,0.869554
2022-09-20,0.872608
2022-09-21,0.874634
2022-09-22,0.869453
2022-09-23,0.851657
2022-09-26,0.833020
2022-09-27,0.845679
2022-09-28,0.826327
2022-09-29,0.832489
2022-09-30,0.825176
2022-10-10,0.817608
2022-10-11,0.816259
2022-10-12,0.839054
2022-10-13,0.848927
2022-10-14,0.872894
2022-10-17,0.883989
2022-10-18,0.888828
2022-10-19,0.877545
2022-10-20,0.873244
2022-10-21,0.883669
2022-10-24,0.874431
2022-10-25,0.878936
2022-10-26,0.884157
2022-10-27,0.878275
2022-10-28,0.873915
2022-10-31,0.852688
2022-11-01,0.872557
2022-11-02,0.893134
2022-11-03,0.895265
2022-11-04,0.911173
2022-11-07,0.921457
2022-11-08,0.916886
2022-11-09,0.920878
2022-11-10,0.918454
2022-11-11,0.945376
2022-11-14,0.953871
2022-11-15,0.967754
2022-11-16,0.962414
2022-11-17,0.959769
2022-11-18,0.944398
2022-11-21,0.949733
2022-11-22,0.921963
2022-11-23,0.901170
2022-11-24,0.900268
2022-11-25,0.900268
2022-11-28,0.899738
2022-11-29,0.932403
2022-11-30,0.935365
2022-12-01,0.943947
2022-12-02,0.949877
2022-12-05,0.951348
2022-12-06,0.947070
2022-12-07,0.950223
2022-12-08,0.948357
2022-12-09,0.942957
2022-12-12,0.942536
2022-12-13,0.928893
2022-12-14,0.925591
2022-12-15,0.931009
2022-12-16,0.904783
2022-12-19,0.882058
2022-12-20,0.888055
2022-12-21,0.872820
2022-12-22,0.853798
2022-12-23,0.851263
2022-12-26,0.862527
2022-12-27,0.864698
2022-12-28,0.857622
2022-12-29,0.858107
2022-12-30,0.861286
2023-01-03,0.882573
2023-01-04,0.887792
2023-01-05,0.890881
2023-01-06,0.892386
2023-01-09,0.900245
2023-01-10,0.898447
2023-01-11,0.894701
2023-01-12,0.894167
2023-01-13,0.895341
2023-01-16,0.910187
2023-01-17,0.909060
2023-01-18,0.907544
2023-01-19,0.912210
2023-01-20,0.916589
2023-01-30,0.916472
2023-01-31,0.920671
2023-02-01,0.928843
2023-02-02,0.934816
2023-02-03,0.924777
2023-02-06,0.918520
2023-02-07,0.916526
2023-02-08,0.910828
2023-02-09,0.917672
2023-02-10,0.914650
2023-02-13,0.934989
2023-02-14,0.932061
2023-02-15,0.925824
2023-02-16,0.925015
2023-02-17,0.909556
2023-02-20,0.915575
2023-02-21,0.902364
2023-02-22,0.894030
2023-02-23,0.894210
2023-02-24,0.884737
2023-02-27,0.882107
2023-02-28,0.882308
2023-03-01,0.881056
2023-03-02,0.864683
2023-03-03,0.860416
2023-03-06,0.864424
2023-03-07,0.844860
2023-03-08,0.848334
2023-03-09,0.851068
2023-03-10,0.839804
2023-03-13,0.833334
2023-03-14,0.824448
2023-03-15,0.827089
2023-03-16,0.810488
2023-03-17,0.807949
2023-03-20,0.813212
2023-03-21,0.826495
2023-03-22,0.825655
2023-03-23,0.820378
2023-03-24,0.826388
2023-03-27,0.824983
2023-03-28,0.821311
2023-03-29,0.817983
2023-03-30,0.820455
2023-03-31,0.822920
2023-04-03,0.828953
2023-04-04,0.820310
2023-04-06,0.818100
2023-04-07,0.823433
2023-04-10,0.814822
2023-04-11,0.817437
2023-04-12,0.824392
2023-04-13,0.823871
2023-04-14,0.827930
2023-04-17,0.835279
2023-04-18,0.834347
2023-04-19,0.827922
2023-04-20,0.819637
2023-04-21,0.806907
2023-04-24,0.803752
2023-04-25,0.796773
2023-04-26,0.799888
2023-04-27,0.802207
2023-04-28,0.811893
2023-05-04,0.814881
2023-05-05,0.806677
2023-05-08,0.807690
2023-05-09,0.796428
2023-05-10,0.798466
2023-05-11,0.803250
2023-05-12,0.795113
2023-05-15,0.799303
2023-05-16,0.801434
2023-05-17,0.808816
2023-05-18,0.815553
2023-05-19,0.825820
2023-05-22,0.829523
2023-05-23,0.818552
2023-05-24,0.814200
2023-05-25,0.812427
2023-05-26,0.812741
2023-05-29,0.808983
2023-05-30,0.818141
2023-05-31,0.814307
2023-06-01,0.815022
2023-06-02,0.829878
2023-06-05,0.832478
2023-06-06,0.823574
2023-06-07,0.828010
2023-06-08,0.836589
2023-06-09,0.834483
2023-06-12,0.836159
2023-06-13,0.834351
2023-06-14,0.839565
2023-06-15,0.846005
2023-06-16,0.849307
2023-06-19,0.844654
2023-06-20,0.842943
2023-06-21,0.833377
2023-06-26,0.825428
2023-06-27,0.840316
2023-06-28,0.840779
2023-06-29,0.842443
2023-06-30,0.852155
2023-07-03,0.857792
2023-07-04,0.855344
2023-07-05,0.848828
2023-07-06,0.846201
2023-07-07,0.850199
2023-07-10,0.867734
2023-07-11,0.866338
2023-07-12,0.856030
2023-07-13,0.863652
2023-07-14,0.871412
2023-07-17,0.863837
2023-07-18,0.859641
2023-07-19,0.856218
2023-07-20,0.849873
2023-07-21,0.853098
2023-07-24,0.858458
2023-07-25,0.865258
2023-07-26,0.856202
2023-07-27,0.849008
2023-07-28,0.851581
2023-07-31,0.854912
2023-08-01,0.849558
2023-08-02,0.850500
2023-08-03,0.848708
2023-08-04,0.851715
2023-08-07,0.850185
2023-08-08,0.845126
2023-08-09,0.834372
2023-08-10,0.836461
2023-08-11,0.820464
2023-08-14,0.826842
2023-08-15,0.817853
2023-08-16,0.808574
2023-08-17,0.818399
2023-08-18,0.812306
2023-08-21,0.807623
2023-08-22,0.803795
2023-08-23,0.789959
2023-08-24,0.795425
2023-08-25,0.789029
2023-08-28,0.795710
2023-08-29,0.821346
2023-08-30,0.828374
2023-08-31,0.826376
2023-09-01,0.824140
2023-09-04,0.835148
2023-09-05,0.835570
2023-09-06,0.835127
2023-09-07,0.820473
2023-09-08,0.820598
2023-09-11,0.830448
2023-09-12,0.831711
2023-09-13,0.821915
2023-09-14,0.819678
2023-09-15,0.820064
2023-09-18,0.831151
2023-09-19,0.826106
2023-09-20,0.819345
2023-09-21,0.816782
2023-09-22,0.835708
2023-09-25,0.824687
2023-09-26,0.824258
2023-09-27,0.831248
2023-09-28,0.841840
2023-10-09,0.838903
2023-10-10,0.836881
2023-10-11,0.841033
2023-10-12,0.841306
2023-10-13,0.834238
2023-10-16,0.821968
2023-10-17,0.825172
2023-10-18,0.816742
2023-10-19,0.810857
2023-10-20,0.804114
2023-10-23,0.785212
2023-10-24,0.801261
2023-10-25,0.809472
2023-10-26,0.811643
2023-10-27,0.823669
2023-10-30,0.833297
2023-10-31,0.827844
2023-11-01,0.831330
2023-11-02,0.822185
2023-11-03,0.838838
2023-11-06,0.856076
2023-11-07,0.860895
2023-11-08,0.861058
2023-11-09,0.863045
2023-11-10,0.857738
2023-11-13,0.855565
2023-11-14,0.853110
2023-11-15,0.853167
2023-11-16,0.843945
2023-11-17,0.848499
2023-11-20,0.838449
2023-11-21,0.828833
2023-11-22,0.819560
2023-11-23,0.834112
2023-11-24,0.825641
2023-11-27,0.821842
2023-11-28,0.828271
2023-11-29,0.823316
2023-11-30,0.814780
2023-12-01,0.811716
2023-12-04,0.814863
2023-12-05,0.799812
2023-12-06,0.800313
2023-12-07,0.791573
2023-12-08,0.793648
2023-12-11,0.800208
2023-12-12,0.801168
2023-12-13,0.788413
2023-12-14,0.788444
2023-12-15,0.786622
2023-12-18,0.774956
2023-12-19,0.777849
2023-12-20,0.769771
2023-12-21,0.774431
2023-12-22,0.768350
2023-12-25,0.765741
2023-12-26,0.754067
2023-12-27,0.755465
2023-12-28,0.769255
2023-12-29,0.778827
2024-01-02,0.781317
2024-01-03,0.780730
2024-01-04,0.779197
2024-01-05,0.767341
2024-01-08,0.751371
2024-01-09,0.752190
2024-01-10,0.746249
2024-01-11,0.756925
2024-01-12,0.748437
2024-01-15,0.747424
2024-01-16,0.743691
2024-01-17,0.722777
2024-01-18,0.725742
2024-01-19,0.712554
2024-01-22,0.679854
2024-01-23,0.678080
2024-01-24,0.684472
2024-01-25,0.713818
2024-01-26,0.704642
2024-01-29,0.678358
2024-01-30,0.665800
2024-01-31,0.647885
2024-02-01,0.639188
2024-02-02,0.623537
2024-02-05,0.600910
2024-02-06,0.666022
2024-02-07,0.642078
2024-02-08,0.715698
2024-02-19,0.753957
2024-02-20,0.771834
2024-02-21,0.784192
2024-02-22,0.793707
2024-02-23,0.806514
2024-02-26,0.814590
2024-02-27,0.831234
2024-02-28,0.830252
2024-02-29,0.830252
2024-03-01,0.830252
2024-03-04,0.830252
2024-03-05,0.830252
2024-03-06,0.830252
2024-03-07,0.830252
2024-03-08,0.830252
2024-03-11,0.830252
2024-03-12,0.830252
2024-03-13,0.830252
2024-03-14,0.830252
2024-03-15,0.830252
2024-03-18,0.830252
2024-03-19,0.830252
2024-03-20,0.830252
2024-03-21,0.830252
2024-03-22,0.830252
2024-03-25,0.830252
2024-03-26,0.830252
2024-03-27,0.795557
2024-03-28,0.797111
2024-03-29,0.809291
2024-04-01,0.833252
2024-04-02,0.820207
2024-04-03,0.812756
2024-04-08,0.801869
2024-04-09,0.812455
2024-04-10,0.792376
2024-04-11,0.772924
2024-04-12,0.761141
2024-04-15,0.775173
2024-04-16,0.758540
2024-04-17,0.761243
2024-04-18,0.760342
2024-04-19,0.752227
2024-04-22,0.753838
2024-04-23,0.765831
2024-04-24,0.796352
2024-04-25,0.797362
2024-04-26,0.811696
2024-04-29,0.826701
2024-04-30,0.818907
2024-05-06,0.844891
2024-05-07,0.851801
2024-05-08,0.848933
2024-05-09,0.848933
2024-05-10,0.848933
2024-05-13,0.848933
2024-05-14,0.848933
2024-05-15,0.848933
2024-05-16,0.848933
2024-05-17,0.864309
2024-05-20,0.868048
2024-05-21,0.896624
2024-05-22,0.899094
2024-05-23,0.890923
2024-05-24,0.868060
2024-05-27,0.866539
2024-05-28,0.856484
2024-05-29,0.858386
2024-05-30,0.855686
2024-05-31,0.866472
2024-06-03,0.842141
2024-06-04,0.836781
2024-06-05,0.826112
2024-06-06,0.809419
2024-06-07,0.807912
2024-06-11,0.807406
2024-06-12,0.816320
2024-06-13,0.809930
2024-06-14,0.808752
2024-06-17,0.797963
2024-06-18,0.805772
2024-06-19,0.798332
2024-06-20,0.781794
2024-06-21,0.787832
2024-06-24,0.764911
2024-06-25,0.764383
2024-06-26,0.768961
2024-06-27,0.757151
2024-06-28,0.751990
2024-07-01,0.760372
2024-07-02,0.754886
2024-07-03,0.751975
2024-07-04,0.735703
2024-07-05,0.744879
2024-07-08,0.721059
2024-07-09,0.721122
2024-07-10,0.716754
2024-07-11,0.725317
2024-07-12,0.728187
2024-07-15,0.716260
2024-07-16,0.720490
2024-07-17,0.712023
2024-07-18,0.711412
2024-07-19,0.724785
2024-07-22,0.732237
2024-07-23,0.702274
2024-07-24,0.684776
2024-07-25,0.704856
2024-07-26,0.708496
2024-07-29,0.698171
2024-07-30,0.699102
2024-07-31,0.725499
2024-08-01,0.716627
2024-08-02,0.708899
2024-08-05,0.698874
2024-08-06,0.707979
2024-08-07,0.699558
2024-08-08,0.705858
2024-08-09,0.702960
2024-08-12,0.706983
2024-08-13,0.714433
2024-08-14,0.684166
2024-08-15,0.681710
2024-08-16,0.676531
2024-08-19,0.664061
2024-08-20,0.653374
2024-08-21,0.648424
2024-08-22,0.639727
2024-08-23,0.637410
2024-08-26,0.638706
2024-08-27,0.631812
2024-08-28,0.637613
2024-08-29,0.649201
2024-08-30,0.660593
2024-09-02,0.648207
2024-09-03,0.653775
2024-09-04,0.650898
2024-09-05,0.656828
2024-09-06,0.642570
2024-09-09,0.640119
2024-09-10,0.641496
2024-09-11,0.641704
2024-09-12,0.638150
2024-09-13,0.635456
2024-09-18,0.636023
2024-09-19,0.638334
2024-09-20,0.631632
2024-09-23,0.640700
2024-09-24,0.665456
2024-09-25,0.670918
2024-09-26,0.691939
2024-09-27,0.719631
2024-09-30,0.756269
2024-10-08,0.833053
2024-10-09,0.833053
2024-10-10,0.833053
2024-10-11,0.833053
2024-10-14,0.833053
2024-10-15,0.833053
2024-10-16,0.833053
2024-10-17,0.833053
2024-10-18,0.833053
2024-10-21,0.815163
2024-10-22,0.822358
2024-10-23,0.850177
2024-10-24,0.842019
2024-10-25,0.867225
2024-10-28,0.848573
2024-10-29,0.834966
2024-10-30,0.831354
2024-10-31,0.831296
2024-11-01,0.836842
2024-11-04,0.844080
2024-11-05,0.858099
2024-11-06,0.862403
2024-11-07,0.895197
2024-11-08,0.892941
2024-11-11,0.867635
2024-11-12,0.856187
2024-11-13,0.851116
2024-11-14,0.851116
2024-11-15,0.851116
2024-11-18,0.851116
2024-11-19,0.851116
2024-11-20,0.847810
2024-11-21,0.837994
2024-11-22,0.809366
2024-11-25,0.814273
2024-11-26,0.810972
2024-11-27,0.822213
2024-11-28,0.810635
2024-11-29,0.820755
2024-12-02,0.843460
2024-12-03,0.846906
2024-12-04,0.829997
2024-12-05,0.825284
2024-12-06,0.833646
2024-12-09,0.836263
2024-12-10,0.861376
2024-12-11,0.874175
2024-12-12,0.879935
2024-12-13,0.857458
2024-12-16,0.865893
2024-12-17,0.818919
2024-12-18,0.821153
2024-12-19,0.821153
2024-12-20,0.832495
2024-12-23,0.801003
2024-12-24,0.810821
2024-12-25,0.807877
2024-12-26,0.816622
2024-12-27,0.810204
2024-12-30,0.799751
2024-12-31,0.784864
2025-01-02,0.776141
2025-01-03,0.765572
2025-01-06,0.758049
2025-01-07,0.762105
2025-01-08,0.759940
2025-01-09,0.761507
2025-01-10,0.748206
2025-01-13,0.751073
2025-01-14,0.774672
2025-01-15,0.767678
2025-01-16,0.769164
2025-01-17,0.773684
2025-01-20,0.777668
2025-01-21,0.771517
2025-01-22,0.766011
2025-01-23,0.769677
2025-01-24,0.775289
2025-01-27,0.777319
2025-02-05,0.777359
2025-02-06,0.776502
2025-02-07,0.778498
2025-02-10,0.791320
2025-02-11,0.780330
2025-02-12,0.785825
2025-02-13,0.774835
2025-02-14,0.767507
2025-02-17,0.780330
2025-02-18,0.859095
2025-02-19,0.861898
2025-02-20,0.861898
2025-02-21,0.861898
2025-02-24,0.861898
2025-02-25,0.861898
2025-02-26,0.861898
2025-02-27,0.861898
2025-02-28,0.854748
2025-03-03,0.848463
2025-03-04,0.843481
2025-03-05,0.839252
2025-03-06,0.882828
2025-03-07,0.879072
2025-03-10,0.886765
2025-03-11,0.890289
2025-03-12,0.886294
2025-03-13,0.883410
2025-03-14,0.896644
2025-03-17,0.896477
2025-03-18,0.896477
2025-03-19,0.885561
2025-03-20,0.853369
2025-03-21,0.843723
2025-03-24,0.841606
2025-03-25,0.841606
2025-03-26,0.867112
2025-03-27,0.860510
2025-03-28,0.844703
2025-03-31,0.835901
2025-04-01,0.837156
2025-04-02,0.839012
2025-04-03,0.830385
2025-04-07,0.707109
2025-04-08,0.714912
2025-04-09,0.740139
2025-04-10,0.752569
2025-04-11,0.752725
2025-04-14,0.773628
2025-04-15,0.769155
2025-04-16,0.753237
2025-04-17,0.745333
2025-04-18,0.753598
2025-04-21,0.764442
2025-04-22,0.760367
2025-04-23,0.775804
2025-04-24,0.764856
2025-04-25,0.768177
2025-04-28,0.774468
2025-04-29,0.768024
2025-04-30,0.768363
2025-05-06,0.770195
2025-05-07,0.770386
2025-05-08,0.781232
2025-05-09,0.769331
2025-05-12,0.772556
2025-05-13,0.768976
2025-05-14,0.775881
2025-05-15,0.785202
2025-05-16,0.777982
2025-05-19,0.777019
2025-05-20,0.791584
2025-05-21,0.772156
2025-05-22,0.779616
2025-05-23,0.760583
2025-05-26,0.753798
2025-05-27,0.768449
2025-05-28,0.763016
2025-05-29,0.776046
2025-05-30,0.769676
2025-06-03,0.775857
2025-06-04,0.788698
2025-06-05,0.797060
2025-06-06,0.794169
2025-06-09,0.804182
2025-06-10,0.789140
2025-06-11,0.798267
2025-06-12,0.797391
2025-06-13,0.787184
2025-06-16,0.790502
2025-06-17,0.787870
2025-06-18,0.787544
2025-06-19,0.772923
2025-06-20,0.771250
2025-06-23,0.773772
2025-06-24,0.784346
2025-06-25,0.794834
2025-06-26,0.790232
2025-06-27,0.798421
2025-06-30,0.804622
2025-07-01,0.806336
2025-07-02,0.802804
2025-07-03,0.806509
2025-07-04,0.798645
2025-07-07,0.803097
2025-07-08,0.811379
2025-07-09,0.808350
2025-07-10,0.806886
2025-07-11,0.831612
2025-07-14,0.824121
2025-07-15,0.817611
2025-07-16,0.834447
2025-07-17,0.831706
2025-07-18,0.831660
2025-07-21,0.846200
2025-07-22,0.867972
2025-07-23,0.866048
2025-07-24,0.872912
2025-07-25,0.872952
2025-07-28,0.871468
2025-07-29,0.867170
2025-07-30,0.854836
2025-07-31,0.876557
2025-08-01,0.877346
2025-08-04,0.879358
2025-08-05,0.874148
2025-08-06,0.875027
2025-08-07,0.867700
2025-08-08,0.864482
2025-08-11,0.866408
2025-08-12,0.868158
2025-08-13,0.869685
2025-08-14,0.858827
2025-08-15,0.856046
2025-08-18,0.869199
2025-08-19,0.873394
2025-08-20,0.868410
2025-08-21,0.885376
2025-08-22,0.912165
2025-08-25,1.005480
2025-08-26,1.000012
2025-08-27,1.000012
2025-08-28,1.000012
2025-08-29,1.000012
2025-09-01,1.000012
2025-09-02,1.000012
2025-09-03,1.000012
2025-09-04,0.966273
2025-09-05,0.978071
2025-09-08,0.999410
2025-09-09,0.990232
2025-09-10,0.989282
2025-09-11,1.009691
2025-09-12,1.004375
2025-09-15,1.004938
2025-09-16,1.014835
2025-09-17,1.028206
2025-09-18,1.008636
2025-09-19,1.000857
2025-09-22,1.002101
2025-09-23,0.999703
2025-09-24,1.012521
2025-09-25,1.001961
2025-09-26,0.997402
2025-09-29,1.001834
2025-09-30,1.004580
2025-10-09,1.004837
2025-10-10,1.013370
2025-10-13,1.019116
2025-10-14,1.012753
2025-10-15,1.024292
2025-10-16,1.020867
2025-10-17,1.008425
2025-10-20,1.004080
2025-10-21,0.996509
2025-10-22,0.998455
2025-10-23,0.990586
2025-10-24,0.992723
2025-10-27,1.019942
2025-10-28,1.030714
2025-10-29,1.035140
2025-10-30,1.017350
2025-10-31,1.027029
2025-11-03,1.023840
2025-11-04,0.991256
2025-11-05,0.995086
2025-11-06,0.980903
2025-11-07,0.988909
2025-11-10,1.008125
2025-11-11,0.982195
2025-11-12,0.953080
2025-11-13,0.966544
2025-11-14,0.969652
2025-11-17,0.931273
2025-11-18,0.921736
2025-11-19,0.909267
2025-11-20,0.889233
2025-11-21,0.860213
2025-11-24,0.864101
2025-11-25,0.873025
2025-11-26,0.870409
2025-11-27,0.879000
2025-11-28,0.889019
2025-12-01,0.893856
2025-12-02,0.886523
2025-12-03,0.882559
2025-12-04,0.878920
2025-12-05,0.892744
2025-12-08,0.895568
2025-12-09,0.890088
2025-12-10,0.892781
2025-12-11,0.887669
2025-12-12,0.891396
2025-12-15,0.889549
2025-12-16,0.885432
2025-12-17,0.889163
2025-12-18,0.892161
2025-12-19,0.903144
2025-12-22,0.901592
2025-12-23,0.903530
2025-12-24,0.906014
2025-12-25,0.918301
2025-12-26,0.921861
2025-12-29,0.920975
2025-12-30,0.917283
2025-12-31,0.916170
2026-01-05,0.954717
2026-01-06,0.960095
2026-01-07,0.952666
2026-01-08,0.968614
2026-01-09,0.976801
2026-01-12,0.986334
2026-01-13,0.967966
2026-01-14,0.963335
2026-01-15,0.970564
2026-01-16,0.967220
2026-01-19,0.969991
2026-01-20,0.975058
2026-01-21,0.988034
2026-01-22,0.988779
2026-01-23,1.000479
2026-01-26,0.998435
2026-01-27,0.986185
2026-01-28,0.974021
2026-01-29,0.971255
2026-01-30,0.955403
2026-02-02,0.948172
2026-02-03,0.961159
2026-02-04,0.969619
2026-02-05,0.970222
2026-02-06,0.971899
2026-02-09,0.977374
2026-02-10,0.986581
2026-02-11,0.981162
2026-02-12,0.981913
2026-02-13,0.976043
2026-02-24,0.988468
2026-02-25,0.994602
2026-02-26,1.002214
2026-02-27,0.999157
2026-03-02,0.983082
2026-03-03,0.958516
2026-03-04,0.945538
2026-03-05,0.942726
2026-03-06,0.963647
2026-03-09,0.957605
2026-03-10,0.984741
2026-03-11,0.981139
2026-03-12,0.978252
2026-03-13,0.975853
2026-03-16,0.980180
2026-03-17,0.971656
2026-03-18,0.975477
2026-03-19,0.950954
2026-03-20,0.938023
2026-03-23,0.912364
2026-03-24,0.923064
2026-03-25,0.932992
2026-03-26,0.913604
2026-03-27,0.928163
2026-03-30,0.933485
2026-03-31,0.923251
2026-04-01,0.942479
2026-04-02,0.922526
2026-04-03,0.909033
2026-04-07,0.921545
2026-04-08,0.963961
2026-04-09,0.952173
2026-04-10,0.959169
2026-04-13,0.959955
2026-04-14,0.965354
2026-04-15,0.966323
2026-04-16,0.981424
2026-04-17,0.998741
2026-04-20,0.988752
2026-04-21,0.984130
2026-04-22,0.980770
2026-04-23,0.971311
2026-04-24,0.969842
2026-04-27,0.964404
2026-04-28,0.960317
2026-04-29,0.977367
2026-04-30,0.979715
2026-05-06,0.992290
2026-05-07,0.990213
2026-05-08,0.986557
2026-05-11,0.993963
2026-05-12,0.985978
2026-05-13,0.982612
2026-05-14,0.974021
2026-05-15,0.960923
2026-05-18,0.955687
2026-05-19,0.946261
2026-05-20,0.944664
2026-05-21,0.927871
2026-05-22,0.929951
2026-05-25,0.912204
2026-05-26,0.908114
2026-05-27,0.897251
2026-05-28,0.890026
2026-05-29,0.893354
2026-06-01,0.903871
2026-06-02,0.885866
2026-06-03,0.875377
2026-06-04,0.865765
2026-06-05,0.867646
2026-06-08,0.847375
2026-06-09,0.853848
2026-06-10,0.847233
2026-06-11,0.840605
